"design","label","fold","arm","mae","rmse","rsq","rsq_trad"
"block","B | Ix=0.0",6,"XGBoost",0.989175985507058,1.25922821847463,0.959685485787242,0.959575990469222
"block","B | Ix=0.0",1,"XGBoost + lags",1.01749835245028,1.29079034426047,0.956856234694441,0.956656766843848
"block","B | Ix=0.0",2,"XGBoost + lags",1.04091037754833,1.35785978759278,0.956718532512715,0.956522261154976
"block","B | Ix=0.0",3,"XGBoost + lags",1.04293691580562,1.31172528622624,0.954291971027073,0.954088140047112
"block","B | Ix=0.0",4,"XGBoost + lags",1.04633175029779,1.3489209536006,0.952724791460318,0.952387990317092
"block","B | Ix=0.0",5,"XGBoost + lags",1.02890310049819,1.32548255145691,0.953123749958749,0.953099200435406
"block","B | Ix=0.0",6,"XGBoost + lags",1.00877996635403,1.2860129460805,0.95788084627702,0.957838002901664
"block","B | Ix=0.4",1,"OLS",2.12053988708938,3.02470333464009,0.796169931727154,0.794937798770359
"block","B | Ix=0.4",1,"GraphSAGE",0.941527591013768,1.19313780047907,0.968097599804604,0.968091877196005
"block","B | Ix=0.4",1,"GraphSAGE + LayerNorm",1.00277643983545,1.30803011589645,0.961734855092104,0.961650868645055
"block","B | Ix=0.4",2,"OLS",2.01864071462839,2.86160341106029,0.774715476737131,0.772806508523642
"block","B | Ix=0.4",2,"GraphSAGE",0.899995045871951,1.16058740488006,0.962647253879798,0.962629173543794
"block","B | Ix=0.4",2,"GraphSAGE + LayerNorm",0.932405817872741,1.19887935057512,0.960132370184085,0.960122497023716
"block","B | Ix=0.4",3,"OLS",1.94216609411312,2.76446702682063,0.795418847224538,0.795198235733056
"block","B | Ix=0.4",3,"GraphSAGE",0.872784355867186,1.10930014294896,0.967096309985225,0.967023162594079
"block","B | Ix=0.4",3,"GraphSAGE + LayerNorm",0.856629109869425,1.1081918532959,0.967252922057898,0.967089023273215
"block","B | Ix=0.4",4,"OLS",1.987793653026,2.7303474337709,0.755128714206928,0.74897229249503
"block","B | Ix=0.4",4,"GraphSAGE",0.890784401988833,1.130117224574,0.957233709649155,0.95699362670466
"block","B | Ix=0.4",4,"GraphSAGE + LayerNorm",0.922894806896736,1.15261205597322,0.955681519404361,0.955264515266049
"block","B | Ix=0.4",5,"OLS",2.08942634816874,2.93905486314344,0.807812735042164,0.80334414673796
"block","B | Ix=0.4",5,"GraphSAGE",0.915485314981225,1.16419462946759,0.96947732049152,0.969143783425093
"block","B | Ix=0.4",5,"GraphSAGE + LayerNorm",0.962841546160881,1.26015027956922,0.964799229255742,0.963847680096445
"block","B | Ix=0.4",6,"OLS",2.19002895816518,3.07237110346321,0.722792420721856,0.710219544215505
"block","B | Ix=0.4",6,"GraphSAGE",0.908327166919426,1.13843995250753,0.960266794841526,0.960212925730422
"block","B | Ix=0.4",6,"GraphSAGE + LayerNorm",0.943956986617857,1.20521465307311,0.955520533930185,0.955408656855965
"block","B | Ix=0.4",1,"XGBoost",1.06713028777425,1.44838799395617,0.953164142482819,0.952979214803078
"block","B | Ix=0.4",2,"XGBoost",1.03626461469353,1.32704607683149,0.951336482019018,0.951140501955985
"block","B | Ix=0.4",3,"XGBoost",1.00309909643102,1.29453935075262,0.95538354547283,0.955090173432646
"block","B | Ix=0.4",4,"XGBoost",1.00724340998375,1.26899898119197,0.945941058621104,0.94577389899704
"block","B | Ix=0.4",5,"XGBoost",1.04404360554602,1.31377750463668,0.960829155680011,0.96070519538104
"block","B | Ix=0.4",6,"XGBoost",1.04861881345502,1.33830148096465,0.945021120213192,0.945016843971435
"block","B | Ix=0.4",1,"XGBoost + lags",1.0935554205948,1.44102058090767,0.953626884651223,0.953456352819727
"block","B | Ix=0.4",2,"XGBoost + lags",1.03527460732519,1.33755187969471,0.950412989026819,0.950363829445873
"block","B | Ix=0.4",3,"XGBoost + lags",0.998356148279485,1.28657104966602,0.955763436267544,0.955641340400177
"block","B | Ix=0.4",4,"XGBoost + lags",1.0159492133388,1.28460695990872,0.944593147152934,0.944431794362485
"block","B | Ix=0.4",5,"XGBoost + lags",1.06623393629669,1.36419681635498,0.957815593678596,0.957631259445096
"block","B | Ix=0.4",6,"XGBoost + lags",1.05983130344457,1.35386259608208,0.943748859470191,0.943730775806121
"block","B | Ix=0.7",1,"OLS",1.85347490581905,2.63712180370138,0.744469512975344,0.687767109355254
"block","B | Ix=0.7",1,"GraphSAGE",0.907531473156799,1.15841702294451,0.939757975315156,0.93975123729519
"block","B | Ix=0.7",1,"GraphSAGE + LayerNorm",0.993379883398063,1.29298388817821,0.925189584946415,0.924940702203997
"block","B | Ix=0.7",2,"OLS",1.96804885615179,2.70873593341684,0.690366962479766,0.671005873333324
"block","B | Ix=0.7",2,"GraphSAGE",0.892748641893499,1.12740711655357,0.943126399055705,0.943007678122319
"block","B | Ix=0.7",2,"GraphSAGE + LayerNorm",0.902863214886064,1.14514936095386,0.941238041012291,0.9411997629508
"block","B | Ix=0.7",3,"OLS",1.9751988627266,2.63584944169821,0.812327430419644,0.802604292722453
"block","B | Ix=0.7",3,"GraphSAGE",0.910451332290801,1.1552129676321,0.962702139671861,0.962084165870307
"block","B | Ix=0.7",3,"GraphSAGE + LayerNorm",0.917445788227356,1.1575840701983,0.962541162811576,0.96192835980254
"block","B | Ix=0.7",4,"OLS",2.42275088383402,3.47618464263566,0.763828982034642,0.750513405944436
"block","B | Ix=0.7",4,"GraphSAGE",0.970083036371002,1.25589563814754,0.967802119998481,0.967435182759219
"block","B | Ix=0.7",4,"GraphSAGE + LayerNorm",1.09024508603621,1.44342204801648,0.958275086161522,0.956984179564035
"block","B | Ix=0.7",5,"OLS",2.03004000635517,2.89156905959338,0.730914167744557,0.720116166576674
"block","B | Ix=0.7",5,"GraphSAGE",0.936069750775577,1.19476799845549,0.952690355734296,0.952216513053443
"block","B | Ix=0.7",5,"GraphSAGE + LayerNorm",1.01008642230895,1.31165154623073,0.943084224513487,0.942409927325711
"block","B | Ix=0.7",6,"OLS",2.16557353077602,3.01252329429731,0.793912894580923,0.769682186680197
"block","B | Ix=0.7",6,"GraphSAGE",0.985094377254158,1.25886908683157,0.959885864692702,0.959781317556189
"block","B | Ix=0.7",6,"GraphSAGE + LayerNorm",1.03948607158587,1.31827941952625,0.956479166354923,0.955895627726233
"block","B | Ix=0.7",1,"XGBoost",1.07846843435622,1.43037708481583,0.909669011777945,0.908141498032563
"block","B | Ix=0.7",2,"XGBoost",1.00637818588529,1.26544430796371,0.928833825907074,0.928197282677172
"block","B | Ix=0.7",3,"XGBoost",1.02796183829312,1.31371030928513,0.950977779372461,0.950966180947305
"block","B | Ix=0.7",4,"XGBoost",1.14557613641358,1.51300935369531,0.953294510697705,0.95273662106317
"block","B | Ix=0.7",5,"XGBoost",1.00747099690265,1.28729818890692,0.944652934600278,0.944528617227247
"block","B | Ix=0.7",6,"XGBoost",1.053913036871,1.33822176765029,0.954588993757377,0.954551151866955
"block","B | Ix=0.7",1,"XGBoost + lags",1.06549225453877,1.41265902182507,0.910523720485283,0.910403103718643
"block","B | Ix=0.7",2,"XGBoost + lags",1.0330170560314,1.30235388459839,0.924204295254712,0.9239476170583
"block","B | Ix=0.7",3,"XGBoost + lags",1.04169767269864,1.32312015783692,0.950291297849938,0.950261226027551
"block","B | Ix=0.7",4,"XGBoost + lags",1.15770626886608,1.46448667528636,0.956007753888214,0.955719512844053
"block","B | Ix=0.7",5,"XGBoost + lags",1.00938477780905,1.29622398479859,0.943781733555511,0.94375670162292
"block","B | Ix=0.7",6,"XGBoost + lags",1.05068983829529,1.34182418597505,0.954746229867143,0.954306130992798
"block","C | Iu=0.0",1,"OLS",0.817512153245689,1.02055754187761,0.338475370356898,0.338391488362049
"block","C | Iu=0.0",1,"SEM",0.817513767170023,1.02055924745314,0.338473639913476,0.338389276974275
"block","C | Iu=0.0",1,"GraphSAGE",0.827997537934865,1.02884562432007,0.332582080719201,0.3276018334173
"block","C | Iu=0.0",1,"GraphSAGE + LayerNorm",0.841581241003468,1.04287066326076,0.309372792686864,0.309144861686607
"block","C | Iu=0.0",2,"OLS",0.794899499951386,1.00071735576297,0.375551018187312,0.375422569535326
"block","C | Iu=0.0",2,"SEM",0.794898816714445,1.00071615829796,0.375552151064387,0.375424064281416
"block","C | Iu=0.0",2,"GraphSAGE",0.81275369889111,1.02137764666703,0.355074337839283,0.349366949593096
"block","C | Iu=0.0",2,"GraphSAGE + LayerNorm",0.815856221199608,1.02691473266956,0.34309285293483,0.342293412406685
"block","C | Iu=0.0",3,"OLS",0.786503246029025,0.986268684222576,0.346009827969946,0.345972665459221
"block","C | Iu=0.0",3,"SEM",0.786503350451457,0.986267387887255,0.346012290429418,0.345974384743612
"block","C | Iu=0.0",3,"GraphSAGE",0.79272467930265,0.995309134571472,0.334853694847649,0.333927670854026
"block","C | Iu=0.0",3,"GraphSAGE + LayerNorm",0.80429438785854,1.00907536737787,0.318206822474717,0.315375208537104
"block","C | Iu=0.0",4,"OLS",0.801707373238285,1.00245524393012,0.380226853678629,0.37840794738127
"block","C | Iu=0.0",4,"SEM",0.801710632867047,1.00246711975212,0.380224379259123,0.378393219620913
"block","C | Iu=0.0",4,"GraphSAGE",0.816757677606076,1.02088068977028,0.366198785653439,0.355347832375213
"block","C | Iu=0.0",4,"GraphSAGE + LayerNorm",0.812418940668078,1.01608464707496,0.36321795065697,0.361390687027673
"block","C | Iu=0.0",5,"OLS",0.801228440090813,1.01279443554502,0.34262757609692,0.342343382311305
"block","C | Iu=0.0",5,"SEM",0.80122840515399,1.01279432653279,0.34262772570884,0.342343523885161
"block","C | Iu=0.0",5,"GraphSAGE",0.806585663726832,1.02267964294453,0.330135892884489,0.329442840726679
"block","C | Iu=0.0",5,"GraphSAGE + LayerNorm",0.825083611211926,1.03923247828436,0.309457273254963,0.307560230337821
"block","C | Iu=0.0",6,"OLS",0.767618430637552,0.966027260629376,0.345606671972423,0.343696538363423
"block","C | Iu=0.0",6,"SEM",0.767617316185512,0.966025775943363,0.345607988703741,0.34369855570571
"block","C | Iu=0.0",6,"GraphSAGE",0.771856857501106,0.972868807789506,0.335303352195813,0.334367544964998
"block","C | Iu=0.0",6,"GraphSAGE + LayerNorm",0.777541747584515,0.98557344765774,0.321783190510112,0.316869115931559
"block","C | Iu=0.0",1,"XGBoost",0.926871246863012,1.15653150980016,0.221977192960332,0.150348105376161
"block","C | Iu=0.0",2,"XGBoost",0.907484503551268,1.14455578090603,0.253525577661089,0.182971230725969
"block","C | Iu=0.0",3,"XGBoost",0.896235730339066,1.13672382065642,0.213263065170466,0.131208958283064
"block","C | Iu=0.0",4,"XGBoost",0.900547085679098,1.13155323315533,0.252130976360961,0.207999512642899
"block","C | Iu=0.0",5,"XGBoost",0.928620239763927,1.15222227413248,0.214950393714442,0.148804900942868
"block","C | Iu=0.0",6,"XGBoost",0.882398550788107,1.12692775877901,0.211776486651433,0.10686299413528
"block","C | Iu=0.0",1,"XGBoost + lags",0.897612072719961,1.11681098882026,0.246978309231363,0.207707676814352
"block","C | Iu=0.0",2,"XGBoost + lags",0.88311831734666,1.10782765174443,0.283927380732967,0.234565866863272
"block","C | Iu=0.0",3,"XGBoost + lags",0.879164561443378,1.09881193685871,0.24536928516298,0.188194200372237
"block","C | Iu=0.0",4,"XGBoost + lags",0.892822215409516,1.1231008757364,0.25422534618926,0.219787325921111
"block","C | Iu=0.0",5,"XGBoost + lags",0.874468471481049,1.1043838915771,0.247295985294534,0.218018086666792
"block","C | Iu=0.0",6,"XGBoost + lags",0.857461547466793,1.10092614970367,0.227528557175048,0.147602228601333
"block","C | Iu=0.4",1,"OLS",0.80986027541464,1.01659954878851,0.362366623173135,0.326797608708548
"block","C | Iu=0.4",1,"SEM",0.809302327974516,1.01575895157994,0.363148076195839,0.327910452190702
"block","C | Iu=0.4",1,"GraphSAGE",0.833012020987989,1.04293146803143,0.345495082608468,0.291471428820559
"block","C | Iu=0.4",1,"GraphSAGE + LayerNorm",0.838776374629621,1.05660369055275,0.315792233215119,0.272772871736006
"block","C | Iu=0.4",2,"OLS",0.800163102086658,0.997366333662838,0.380043419526383,0.37901329194465
"block","C | Iu=0.4",2,"SEM",0.800757891805032,0.997915637900578,0.380057916253845,0.378329080831948
"block","C | Iu=0.4",2,"GraphSAGE",0.85096877326174,1.06624668665467,0.309915956305506,0.290277972104042
"block","C | Iu=0.4",2,"GraphSAGE + LayerNorm",0.817321331055004,1.02251892661023,0.347536908102681,0.347297003556863
"block","C | Iu=0.4",3,"OLS",0.812737719270334,1.02012797744007,0.345990237542863,0.275344476112251
"block","C | Iu=0.4",3,"SEM",0.808291337307287,1.01458105477263,0.345528262617482,0.283203646679582
"block","C | Iu=0.4",3,"GraphSAGE",0.812106735206833,1.01755453170547,0.340371244170474,0.278995997280911
"block","C | Iu=0.4",3,"GraphSAGE + LayerNorm",0.826738517945392,1.03641713033119,0.321734611636209,0.252017468584671
"block","C | Iu=0.4",4,"OLS",0.780685301574111,0.978274358079218,0.35069690906243,0.347871668455815
"block","C | Iu=0.4",4,"SEM",0.78056239530302,0.978176557105913,0.350868908325982,0.348002052323982
"block","C | Iu=0.4",4,"GraphSAGE",0.786071478608812,0.982320172724059,0.342980656186466,0.342466546506019
"block","C | Iu=0.4",4,"GraphSAGE + LayerNorm",0.80577996032213,1.00656941724722,0.317919651457523,0.309602531858977
"block","C | Iu=0.4",5,"OLS",0.84230027797741,1.04421484061826,0.339608680743379,0.338743925356584
"block","C | Iu=0.4",5,"SEM",0.841873727819592,1.04373652565246,0.340289294068243,0.339349578953033
"block","C | Iu=0.4",5,"GraphSAGE",0.850359587608789,1.05748335504821,0.323115753222578,0.321832406866758
"block","C | Iu=0.4",5,"GraphSAGE + LayerNorm",0.864769587524687,1.07496968176118,0.305837283481517,0.29921889484937
"block","C | Iu=0.4",6,"OLS",0.773856308962107,0.963449173005534,0.38246900461122,0.381543973388734
"block","C | Iu=0.4",6,"SEM",0.77432054477128,0.964347258979651,0.38222112617437,0.380390439666071
"block","C | Iu=0.4",6,"GraphSAGE",0.837578460801576,1.04753997587633,0.291473957176832,0.26887367732267
"block","C | Iu=0.4",6,"GraphSAGE + LayerNorm",0.8267069014051,1.02375445108134,0.316828388635485,0.301698756624458
"block","C | Iu=0.4",1,"XGBoost",0.909606276325137,1.15125789127835,0.2321063643502,0.136641707143738
"block","C | Iu=0.4",2,"XGBoost",0.915582530303772,1.13386848211442,0.25860897798214,0.197401650091124
"block","C | Iu=0.4",3,"XGBoost",0.917732301315626,1.16351582216466,0.205626736358879,0.0573143912118449
"block","C | Iu=0.4",4,"XGBoost",0.916509206114146,1.1399140304522,0.222157795180308,0.114566546963861
"block","C | Iu=0.4",5,"XGBoost",0.926966724331172,1.15625393810876,0.238959302635007,0.189232368066483
"block","C | Iu=0.4",6,"XGBoost",0.89987143427864,1.11734087568388,0.233323983586431,0.168192976576046
"block","C | Iu=0.4",1,"XGBoost + lags",0.916882737865005,1.15849110247212,0.223915825212304,0.125758879351012
"block","C | Iu=0.4",2,"XGBoost + lags",0.880083452136937,1.10124984114357,0.279460385052829,0.242915049781638
"block","C | Iu=0.4",3,"XGBoost + lags",0.931513665641142,1.17153100833311,0.192701842129497,0.0442817782074758
"block","C | Iu=0.4",4,"XGBoost + lags",0.880951364462007,1.09804729469011,0.255271261997182,0.178412504761882
"block","C | Iu=0.4",5,"XGBoost + lags",0.923803846214091,1.14813928598057,0.242237218263225,0.200572456683882
"block","C | Iu=0.4",6,"XGBoost + lags",0.908927589503753,1.1305670422919,0.217235242396999,0.148383923503929
"block","C | Iu=0.8",1,"OLS",0.898106495441936,1.09607399429423,0.327235704642955,0.279930174239648
"block","C | Iu=0.8",1,"SEM",0.909488586914126,1.10952799691555,0.327723591710055,0.262144369583002
"block","C | Iu=0.8",1,"GraphSAGE",1.19221384949619,1.42731554092744,0.0929318387748675,-0.221053953164776
"block","C | Iu=0.8",1,"GraphSAGE + LayerNorm",1.10668936878612,1.34900839523667,0.135697959429729,-0.0907473581723139
"block","C | Iu=0.8",2,"OLS",0.949203435867411,1.15863235700896,0.283353802138528,0.239346965926194
"block","C | Iu=0.8",2,"SEM",0.957484795492903,1.1675775533126,0.283310096924017,0.22755641567655
"block","C | Iu=0.8",2,"GraphSAGE",0.970277858259416,1.21531436620499,0.236881529297677,0.163101942777172
"block","C | Iu=0.8",2,"GraphSAGE + LayerNorm",0.918436964078622,1.14146491029576,0.29275557645586,0.261721149977549
"block","C | Iu=0.8",3,"OLS",0.806491086972159,1.04660957250637,0.333225572767722,0.262149102283467
"block","C | Iu=0.8",3,"SEM",0.809837210572898,1.05333413746058,0.332480367409188,0.252637119595673
"block","C | Iu=0.8",3,"GraphSAGE",0.979536723606234,1.24080453993821,0.158482134406346,-0.0370649404712886
"block","C | Iu=0.8",3,"GraphSAGE + LayerNorm",0.814112881583244,1.01284614104002,0.352751908256207,0.308987091351642
"block","C | Iu=0.8",4,"OLS",0.657570603302592,0.83875000562584,0.437106467808761,0.423135473050987
"block","C | Iu=0.8",4,"SEM",0.665148340945255,0.845792749025101,0.440941789161438,0.413407269145368
"block","C | Iu=0.8",4,"GraphSAGE",0.848985558442541,1.06847437609872,0.209840433471668,0.06386822963996
"block","C | Iu=0.8",4,"GraphSAGE + LayerNorm",0.943916593985506,1.1630404415854,0.122514972778907,-0.109170714622011
"block","C | Iu=0.8",5,"OLS",0.758602466240203,0.933285221838328,0.449269129036888,0.282020315438578
"block","C | Iu=0.8",5,"SEM",0.74163145123385,0.911793225681036,0.448847418548167,0.314707308285768
"block","C | Iu=0.8",5,"GraphSAGE",0.824122746246198,1.03642058402866,0.320083114046823,0.114567543521683
"block","C | Iu=0.8",5,"GraphSAGE + LayerNorm",0.826763944311261,1.04909088043149,0.348012726370833,0.0927862968127452
"block","C | Iu=0.8",6,"OLS",0.801525519308736,1.01269953148672,0.434161572573155,0.195430648622353
"block","C | Iu=0.8",6,"SEM",0.783032347004499,0.985408275830811,0.433080961711818,0.238211034867256
"block","C | Iu=0.8",6,"GraphSAGE",0.926453576470097,1.15693969128284,0.287474964589815,-0.0500831947940998
"block","C | Iu=0.8",6,"GraphSAGE + LayerNorm",0.939042533059637,1.19554206437799,0.316107038369871,-0.121326249850133
"block","C | Iu=0.8",1,"XGBoost",1.00117829948686,1.23879090767696,0.195806372917788,0.0802053414621555
"block","C | Iu=0.8",2,"XGBoost",1.05222618163639,1.28977894564497,0.179344708284119,0.0574034134191337
"block","C | Iu=0.8",3,"XGBoost",0.95688164295438,1.20878302325713,0.17783286845353,0.0157715631946388
"block","C | Iu=0.8",4,"XGBoost",0.814879884272052,1.02726235746773,0.262189135025951,0.134690423331769
"block","C | Iu=0.8",5,"XGBoost",0.881300646727159,1.09306858908979,0.269971306898868,0.0151315918905476
"block","C | Iu=0.8",6,"XGBoost",0.926005648659877,1.17219487145179,0.24779619754212,-0.0779581506318126
"block","C | Iu=0.8",1,"XGBoost + lags",0.989712346879286,1.23960949371503,0.194391195627346,0.0789893495994417
"block","C | Iu=0.8",2,"XGBoost + lags",1.01963138845413,1.2522809623789,0.203254489261622,0.111415255401851
"block","C | Iu=0.8",3,"XGBoost + lags",0.899465005015795,1.13576457298962,0.240733514824934,0.131087908484602
"block","C | Iu=0.8",4,"XGBoost + lags",0.838928843323848,1.04632603064096,0.238004864941899,0.102276030007285
"block","C | Iu=0.8",5,"XGBoost + lags",0.840854551523841,1.05869015045238,0.309364564660637,0.0761081774429719
"block","C | Iu=0.8",6,"XGBoost + lags",0.930097297837683,1.16011191834155,0.261595592722645,-0.0558495612600662
"block","D | Iu=0.0 Ix=0.4",1,"OLS",2.44295892846961,3.39727697294864,0.452988666613388,0.451973110520866
"block","D | Iu=0.0 Ix=0.4",1,"SEM",2.4427486257794,3.39811043383781,0.452802299074784,0.451704180427122
"block","D | Iu=0.0 Ix=0.4",1,"GraphSAGE",0.8764033270009,1.08695559514456,0.944183250341242,0.943899909471712
"block","D | Iu=0.0 Ix=0.4",1,"GraphSAGE + LayerNorm",0.888085415362346,1.1228676352138,0.940229701173385,0.940131678030686
"block","D | Iu=0.0 Ix=0.4",2,"OLS",2.3502584122717,3.19792322774018,0.487862935185289,0.486571132501555
"block","D | Iu=0.0 Ix=0.4",2,"SEM",2.35048686158954,3.19817951362313,0.48786898630898,0.486488835439398
"block","D | Iu=0.0 Ix=0.4",2,"GraphSAGE",0.884673542094404,1.11118397168311,0.938667033580779,0.938010782699692
"block","D | Iu=0.0 Ix=0.4",2,"GraphSAGE + LayerNorm",0.889515092199371,1.11702641642696,0.93743055908938,0.937357208312255
"block","D | Iu=0.0 Ix=0.4",3,"OLS",2.36372378811777,3.1081103500613,0.468038923535932,0.465102249207344
"block","D | Iu=0.0 Ix=0.4",3,"SEM",2.3630661862007,3.10764898740531,0.468088957826346,0.465261036060616
"block","D | Iu=0.0 Ix=0.4",3,"GraphSAGE",0.854512909102976,1.07197815308457,0.936691795583396,0.936371778879206
"block","D | Iu=0.0 Ix=0.4",3,"GraphSAGE + LayerNorm",0.849340060671048,1.07576898748749,0.936136345900502,0.93592096645612
"block","D | Iu=0.0 Ix=0.4",4,"OLS",2.34705519162768,3.24298871924606,0.44954857641846,0.449413826343657
"block","D | Iu=0.0 Ix=0.4",4,"SEM",2.34676994724056,3.24173893751999,0.449939118853018,0.449838113941152
"block","D | Iu=0.0 Ix=0.4",4,"GraphSAGE",0.879854131368275,1.0986744547886,0.9370356279498,0.936806489909175
"block","D | Iu=0.0 Ix=0.4",4,"GraphSAGE + LayerNorm",0.878582183842652,1.11013479667353,0.93561647295604,0.935481263104458
"block","D | Iu=0.0 Ix=0.4",5,"OLS",2.27379101271044,3.09235109284432,0.44138337958833,0.437948210816325
"block","D | Iu=0.0 Ix=0.4",5,"SEM",2.27162689821219,3.09206107452754,0.441296511759117,0.438053630715403
"block","D | Iu=0.0 Ix=0.4",5,"GraphSAGE",0.848173713250159,1.0779146545519,0.932462185955768,0.931708367407305
"block","D | Iu=0.0 Ix=0.4",5,"GraphSAGE + LayerNorm",0.853609436160618,1.08900114997135,0.930448830246025,0.930296366221068
"block","D | Iu=0.0 Ix=0.4",6,"OLS",2.50267776194514,3.37325750283305,0.439089239126343,0.438317760816879
